Category,Message
0,hello boytoy made home constant thought love hope nice visit cant wait till come home kiss
0,yes princess want make happy
0,hey sweet wondering moment might come want send file someone wont go yahoo connection sucks remember set page go download format disc could tell know way download big files download stuff directly internet help would great prey teasing kiss
0,turns stereo love mi phone unknown album
1,hot live fantasies call p per min ntt ltd po box croydon cr wb national rate call
0,ìï dun wan watch infernal affair
0,haha got fast lose weight thk muz go month den got effect geelater go aust put bk e weight
1,freemsg havent replied text im randy sexy female live local luv hear u netcollex ltd p per msg reply stop end
0,haha sounds crazy dunno tahan anot
0,time want come
1,wont believe true incredible txts reply g learn truly amazing things blow mind ofwd ptxt
0,omg could snow tonite
0,ok thanx take care
1,urgent important information user today lucky day find log onto httpwwwurawinnercom fantastic surprise awaiting
0,uncle boye need movies oh guide plus know torrents particularly legal system slowing gr day plus started cos dont meet online honey moon
0,excellent wish together right
0,wereare free give otherwise nalla adi entey nattil kittum
0,please protect ethreats sib never asks sensitive information like passwordsatmsms pin thru email never share password anybody
0,nobody decide eat dad wants chinese
0,says hell give call friends got money hes definitely buying end week
1,winner u specially selected receive å holiday flights inc speak live operator claim pmin
0,asking u knw nt may ur frnds classmates
0,sent email ûò address incomm right
0,yes princess want catch big strong hands
0,sorry man accounts dry would want could trade back half could buy shit credit card
1,phony å award todays voda numbers ending xxxx selected receive å award match please call quoting claim code standard rates app
0,cool time think get
0,wan na gym
1,congratulations weeks competition draw u å prize claim call b tcsstop sms ppm
0,sounds like something someone testing would sayy
0,ok wahala remember friend need
0,ok ok take care understand
0,real tho sucks cant even cook whole electricity im hungry
0,awww dat sweet think something nice time tonight ill probably txt u later cos im lonely xxx
0,hi babe uawakefeellikw shitjustfound via aletter thatmum gotmarried thnovbehind ourbacks åð fuckinniceselfish
0,hi shanilrakhesh herethanksi exchanged uncut diamond stuffleaving back excellent service dino prem
1,want new video handset time network mins unlimited text camcorder reply call del sat
1,fancy shag dointerested sextextukcom txt xxuk suzy txts cost per msg tncs website x
0,also didnt get na hi hi hi hi hi
0,im meeting call later
0,gas station like block away house youll drive right since armenia ends swann take howard
0,roger weûre probably going rem
1,dear subscriber ur draw å gift voucher b entered receipt correct ans elvis presleys birthday txt answer
1,smsservices yourinclusive text credits pls goto wwwcomuknet login qxj unsubscribe stop extra charge help comuk cm ae
1,mila age blonde new uk look sex uk guys u like fun text mtalk pptxt st free å increments help
0,haha cant tmr forfeit haha
0,ok msg u b leave house
0,ugh cant u apologize admit u wrong ask take u back
0,hello little party animal thought id buzz friends grins reminding loved send naughty adoring kiss
0,lot happened feels quiet beth aunts charlie working lots helen mo
0,objection bf coming
0,dont give monkeys wot think certainly dont mind friend mineall dont sleep wiv wud annoyin
0,still coming tonight
1,hot live fantasies call p per min ntt ltd po box croydon cr wb k
0,sorry man accidentally left phone silent last night didnt check til got
0,come room come house cos house still messy haha
0,babes hope ok shit nights sleep fell asleep iåõm knackered iåõm dreading work tonight thou upto tonight x
0,looks like u wil b getting headstart im leaving bout ish u r desperate company could head earlierwe goin meet rummer
1,new local dates area lots new people registered area reply date start wwwflirtpartyus replys
0,hey babe saw came online second disappeared happened
0,shit wasnt surprised went spent evening french guy met town fooled around bit didnt let fuck
0,said kiss kiss cant sound effects gorgeous man isnt kind person needs smile brighten day
0,bruce b downs amp fletcher
0,hard true much show amp express love someonethat much hurt leave get seperatedöó_ûud evening
1,guaranteed award maybe even å cash claim ur award call free legitimat efreefone number wat u think
0,time fixes spelling sometimes gets completely diff word go figure
1,u secret admirer looking make contact ufind rreveal thinks ur specialcall
0,anything lor juz us lor
0,registered sinco payee log icicibankcom enter urn ltgt confirm beware frauds share disclose urn anyone
0,r u sam p eachother meet go house
0,wait know wesleys town bet hella drugs
0,way school pls send ashleys number
0,ask g iouri ive told story like ten times already
0,thanks hope good day today
0,tension ahwhat machiany problem
0,vote wherever heart guides
0,mums repent
1,nd time tried contact u u pound prize claim easy call p per min btnationalrate
0,good afternoon sunshine dawns day refreshed happy alive breathe air smile think love always
0,may b approve panalambut posts
0,part checking iq
0,lol would awesome payback
1,someone contacted dating service entered phone fancy find call landline poboxntfp
0,need coz never go
0,er hello things didnût quite go plan ûò limping slowly home followed aa exhaust hanging
0,yeah worse
1,oh god ive found number im glad text back xafter msgs cst std ntwk chg å
1,private account statement shows unredeemed sim points call identifier code expires
0,watching tv got new job
0,guy car shop flirting got phone number paperwork called texted im nervous course may address call boss tell knowing may get fired
0,messagesome text missing sendername missing number missing sentdate missing missing u lot thats everything missing sent via fullonsmscom
0,alright set text man
0,cant right second got ta hit people first
0,lmao ok wont needing u hair anymore
0,hey happen de alright
1,sms services inclusive text credits pls goto wwwcomuknet login qxj unsubscribe stop extra charge help comuk cm ae
0,ìï bot notes oredi cos juz rem got
0,watching cartoon listening music amp eve go temple amp church u
0,kindly send one flat ltdecimalgt today
0,lol need cash nitros hurry come crash
1,hi ibh customer loyalty offer new nokia mobile å txtauctiontxt wordstart get nowt
0,wow healthy old airport rd lor cant thk anything else ill b bathing dog later
0,desires u going doctor liver get bit stylish get ur hair managed thats
0,well im glad didnt find totally disagreeable lol
0,cant pick phone right pls send message
0,im done oredi
1,hmv bonus special pounds genuine hmv vouchers answer easy questions play send hmv infowwwpercentrealcom
0,u ned convince tht possible witot hurting feeling main
0,msg rajini comes
0,hi hope good day better night
0,well welp sort semiobscure internet thing
0,bring home wendy
0,sorry ill call later
0,de asking like
0,happen dear silent tensed
0,yes innocent fun
0,moji love words rich day
0,slept timeyou
0,u ask darren go n pick u lor oso sian tmr haf meet lect
0,sorry ill call later
0,office around pm going hospital
0,hello hows saturday go texting see youd decided anything tomo im trying invite anything
0,tell happen dont behave like ok need say
0,kallis wont bat nd innings
0,plans yet
0,ì_ ìï wan come come lor din c stripes skirt
1,dont know u u dont know send chat lets find pmsg rcvd hgsuitelandsrowwjhl ldn years
0,looking forward sex cuddling two sleeps
0,told coming wednesday
0,got new year cos yetunde said wanted surprise didnt see money returned mid january ltgt day return period ended
0,way ive put skip right outside front house see house pull
1,knock knock txt whose enter r weekly draw å gift voucher store yr choice tcs wwwtklscom age stoptxtstopåweek
0,said went back bed cant sleep anything
0,want please inside outside bedroom
0,nice new shirts thing wear nudist themed _ mu
0,fyi im usf swing room whenever
0,doinghow
0,princess kitty shaved natural
0,da vijay going talk jaya tv
0,stop wondering wow ever going stop tming tm whenever want mine laughs
